registration_no,book_no,district,office,deed_type,registration_date,presentation_date,consideration_amount,old_reg_no,deed_volume_no,listed_on
910320501261,1,BALANGIR,PATNAGARH,SALE IMMOVABLE,01-Oct-2005,01-Oct-2005,7000,1261,67,01-Oct-2005
911080507684,1,KHORDHA,KHORDHA(BBSR),POA WITH POSSESSION,13-Jul-2005,13-Jul-2005,0,7684,406,13-Jul-2005
911480602546,1,PURI,PURI,SALE IMMOVABLE,13-Jun-2006,13-Jun-2006,497256,2546,114,13-Jun-2006
910660200679,1,GANJAM,KHALLIKOTE,SALE IMMOVABLE,10-Apr-2002,10-Apr-2002,13160,679,1166,10-Apr-2002
911700201111,1,SUNDARAGADA,SUNDARAGADA,SALE IMMOVABLE,29-Jul-2002,29-Jul-2002,38000,1111,46,29-Jul-2002
910750000198,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,21-Jan-2000,21-Jan-2000,21000,198,8,21-Jan-2000
910100403196,1,BALESHWAR,JALESWARPUR,SALE IMMOVABLE,25-Nov-2004,25-Nov-2004,21350,3196,169,25-Nov-2004
911330300339,1,NABARANGPUR,NABARANGPUR,SALE IMMOVABLE,15-Apr-2003,15-Apr-2003,50000,339,1431,15-Apr-2003
910790600510,1,JAJPUR,BARACHANA,SALE IMMOVABLE,14-Apr-2006,14-Apr-2006,19200,510,22,14-Apr-2006
911130503579,1,KHORDHA,KHANDAGIRI,POA WITH POSSESSION,13-Jun-2005,13-Jun-2005,1000,3579,231,13-Jun-2005
910230201587,1,BHADRAK,BHADRAK,SALE IMMOVABLE,10-May-2002,10-May-2002,24000,1587,51,10-May-2002
910600403599,1,GANJAM,BRAHMAPUR-II,SALE IMMOVABLE,17-Aug-2004,17-Aug-2004,7779,3599,3378,17-Aug-2004
910060104099,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,13-Aug-2001,13-Aug-2001,32000,4099,150,13-Aug-2001
911500500254,1,PURI,GOP,SALE IMMOVABLE,28-Feb-2005,28-Feb-2005,7125,254,12,28-Feb-2005
910020000233,1,ANUGOLA,ATHAMALLIK,SALE IMMOVABLE,20-Apr-2000,20-Apr-2000,52000,233,7,20-Apr-2000
910150101471,1,BARAGADA,BARAGADA,SALE IMMOVABLE,08-Aug-2001,08-Aug-2001,41000,1471,766,08-Aug-2001
910880400025,1,KALAHANDI,BHABANIPATANA,SALE IMMOVABLE,05-Jan-2004,05-Jan-2004,10000,25,907,05-Jan-2004
911280600056,1,MAYURBHANJ,BETANATI,SALE IMMOVABLE,24-Jan-2006,24-Jan-2006,50000,56,4,24-Jan-2006
910570001148,1,GANJAM,CHHATRAPUR,SALE IMMOVABLE,27-Apr-2000,27-Apr-2000,25650,1148,2199,27-Apr-2000
911140102722,1,KHORDHA,KHORDHA,SALE IMMOVABLE,21-Nov-2001,21-Nov-2001,41140,2722,63,21-Nov-2001
911080501856,1,KHORDHA,KHORDHA(BBSR),POA WITH POSSESSION,15-Feb-2005,15-Feb-2005,1000,1856,121,15-Feb-2005
910070101427,1,BALESHWAR,BALIAPAL,SALE IMMOVABLE,19-Jun-2001,19-Jun-2001,15500,1427,33,19-Jun-2001
910790501163,1,JAJPUR,BARACHANA,SALE IMMOVABLE,15-Jul-2005,15-Jul-2005,6000,1163,44,15-Jul-2005
910400101806,1,KATAKA,ATHAGADA,SALE IMMOVABLE,26-Nov-2001,26-Nov-2001,1500,1806,48,26-Nov-2001
910230203738,1,BHADRAK,BHADRAK,SALE IMMOVABLE,26-Nov-2002,26-Nov-2002,18000,3738,143,26-Nov-2002
911500200632,1,PURI,GOP,SALE IMMOVABLE,01-Jun-2002,01-Jun-2002,25000,632,20,01-Jun-2002
910140603182,1,BALESHWAR,SORA,SALE IMMOVABLE,28-Oct-2006,28-Oct-2006,31500,3182,142,28-Oct-2006
910410300687,1,KATAKA,BANKI,SALE IMMOVABLE,05-May-2003,05-May-2003,21000,687,33,05-May-2003
910310601470,1,BALANGIR,BALANGIR,SALE IMMOVABLE,15-Jul-2006,15-Jul-2006,31115,1470,72,15-Jul-2006
911410001111,1,NAYAGADA,RANAPUR,SALE IMMOVABLE,07-Aug-2000,08-Aug-2000,20800,1111,29,08-Aug-2000
910820100186,1,JAJPUR,DOLIPUR,SALE IMMOVABLE,20-Jan-2001,20-Jan-2001,22500,186,8,20-Jan-2001
910230101734,1,BHADRAK,BHADRAK,SALE IMMOVABLE,30-Apr-2001,30-Apr-2001,9000,1734,55,30-Apr-2001
910910201961,1,KALAHANDI,M.RAMPUR,SALE IMMOVABLE,19-Jul-2002,19-Jul-2002,11000,1961,536,19-Jul-2002
911000401452,1,KENDUJHAR,KENDUJHAR,SALE IMMOVABLE,02-Aug-2004,02-Aug-2004,44000,1452,72,02-Aug-2004
910790300062,1,JAJPUR,BARACHANA,SALE IMMOVABLE,20-Jan-2003,20-Jan-2003,24000,62,3,20-Jan-2003
910060004707,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,12-Oct-2000,12-Oct-2000,12500,4707,168,12-Oct-2000
911130200153,1,KHORDHA,KHANDAGIRI,GIFT IMMOVABLE,10-Jan-2002,10-Jan-2002,80000,153,7,10-Jan-2002
911530301588,1,PURI,PIPILI,SALE IMMOVABLE,14-Jul-2003,14-Jul-2003,16000,1588,70,14-Jul-2003
911230100022,1,MALKANGIRI,MALKANAGIRI,SALE IMMOVABLE,20-Jan-2001,20-Jan-2001,28000,22,152,20-Jan-2001
910270100350,1,BHADRAK,CHANDBALI,SALE IMMOVABLE,09-Feb-2001,09-Feb-2001,5700,350,11,09-Feb-2001
911580100492,1,RAYAGADA,RAYAGADA,SALE IMMOVABLE,15-Sep-2001,15-Sep-2001,20000,492,16,15-Sep-2001
910100201640,1,BALESHWAR,JALESWARPUR,SALE IMMOVABLE,30-May-2002,30-May-2002,18480,1640,47,30-May-2002
911080400822,1,KHORDHA,KHORDHA(BBSR),POA WITH POSSESSION,28-Jan-2004,28-Jan-2004,0,822,51,28-Jan-2004
910680502486,1,GANJAM,PURUSOTTAMPUR,SALE IMMOVABLE,06-Sep-2005,06-Sep-2005,2560,2486,2383,06-Sep-2005
910750501343,1,JAGATSINGHPUR,KUJANGA,LEASE RENT RESERVED(IMMOVABLE),23-Jul-2005,23-Jul-2005,500,1343,84,23-Jul-2005
910680500001,1,GANJAM,PURUSOTTAMPUR,SALE IMMOVABLE,01-Jan-2005,01-Jan-2005,15660,1,2268,01-Jan-2005
910790101839,1,JAJPUR,BARACHANA,SALE IMMOVABLE,21-Nov-2001,21-Nov-2001,6000,1839,34,21-Nov-2001
911520001713,1,PURI,NIMAPADA,SALE IMMOVABLE,06-Nov-2000,06-Nov-2000,35200,1713,46,06-Nov-2000
910150101973,1,BARAGADA,BARAGADA,SALE IMMOVABLE,15-Nov-2001,15-Nov-2001,21000,1973,785,15-Nov-2001
911480400048,1,PURI,PURI,SALE IMMOVABLE,05-Jan-2004,05-Jan-2004,3994,48,6,05-Jan-2004
911590200628,1,RAYAGADA,BISAM CUTTACK,GIFT IMMOVABLE,06-Nov-2002,06-Nov-2002,10200,628,368,06-Nov-2002
910750401898,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,16-Oct-2004,16-Oct-2004,5400,1898,116,16-Oct-2004
910760201238,1,JAGATSINGHPUR,RAGHUNATHPUR,SALE IMMOVABLE,24-Jul-2002,24-Jul-2002,8000,1238,37,24-Jul-2002
910110301555,1,BALESHWAR,KHAIRA,SALE IMMOVABLE,05-Feb-2003,02-Sep-2003,14400,1555,38,02-Sep-2003
910270101326,1,BHADRAK,CHANDBALI,MORTGAGE WITHOUT POSSESION,15-May-2001,15-May-2001,25000,1326,34,15-May-2001
911530302423,1,PURI,PIPILI,SALE IMMOVABLE,16-Dec-2003,16-Dec-2003,3000,2423,106,16-Dec-2003
910840400778,1,JAJPUR,SUKINDA,SALE IMMOVABLE,26-Oct-2004,26-Oct-2004,18000,778,38,26-Oct-2004
910400300189,1,KATAKA,ATHAGADA,SALE IMMOVABLE,28-Jan-2003,28-Jan-2003,23000,189,9,28-Jan-2003
910570002382,1,GANJAM,CHHATRAPUR,SALE IMMOVABLE,18-Aug-2000,18-Aug-2000,4095,2382,2231,18-Aug-2000
910610403232,1,GANJAM,BRAHMAPUR-I,SALE IMMOVABLE,18-Jun-2004,18-Jun-2004,14760,3232,3133,18-Jun-2004
911080606409,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,13-Jun-2006,13-Jun-2006,8046,6409,205,13-Jun-2006
911150500782,1,KHORDHA,TANGI,SALE IMMOVABLE,15-Jul-2005,15-Jul-2005,18000,782,37,15-Jul-2005
910610304507,1,GANJAM,BRAHMAPUR-I,SALE IMMOVABLE,28-Aug-2003,28-Aug-2003,54250,4507,2962,28-Aug-2003
910050101215,1,ANUGOLA,TALACHER,SALE IMMOVABLE,09-Jul-2002,09-Jul-2002,125000,1215,36,09-Jul-2002
911510601724,1,PURI,KAKATPUR,SALE IMMOVABLE,01-Dec-2006,01-Dec-2006,6432,1724,87,01-Dec-2006
911170501094,1,KORAPUT,JAYAPUR,SALE IMMOVABLE,19-Apr-2005,19-Apr-2005,70000,1094,2430,19-Apr-2005
911080601788,1,KHORDHA,KHORDHA(BBSR),LEASE WITH ADVANCE ONLY(IMMOVABLE),18-Feb-2006,18-Feb-2006,5400,1788,57,18-Feb-2006
910890201920,1,KALAHANDI,DHARMAGADA,SALE IMMOVABLE,07-Oct-2002,07-Oct-2002,8000,1920,494,07-Oct-2002
911140101813,1,KHORDHA,KHORDHA,SALE IMMOVABLE,29-Jun-2001,29-Jun-2001,4400,1813,43,29-Jun-2001
910410201547,1,KATAKA,BANKI,SALE IMMOVABLE,15-Jul-2002,15-Jul-2002,25750,1547,42,15-Jul-2002
911130604957,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,28-Jun-2006,28-Jun-2006,108000,4957,339,28-Jun-2006
911080609723,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,15-Sep-2006,15-Sep-2006,31050,9723,308,15-Sep-2006
910270001311,1,BHADRAK,CHANDBALI,SALE IMMOVABLE,24-Jun-2000,24-Jun-2000,30000,1311,37,24-Jun-2000
910060500642,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,24-Jan-2005,24-Jan-2005,5320,642,38,24-Jan-2005
910980300334,1,KENDRAPADA,RAJNAGAR,SALE IMMOVABLE,28-Mar-2003,28-Mar-2003,10000,334,17,28-Mar-2003
910610104574,1,GANJAM,BRAHMAPUR-I,SALE IMMOVABLE,06-Dec-2001,06-Dec-2001,366600,4574,2697,06-Dec-2001
911160501123,1,KHORDHA,BOLAGADA,SALE IMMOVABLE,28-Dec-2005,28-Dec-2005,4026,1123,69,28-Dec-2005
911580401491,1,RAYAGADA,RAYAGADA,SALE IMMOVABLE,08-Jul-2004,08-Jul-2004,8700,1491,37,08-Jul-2004
911540100558,1,PURI,SATYABADI,SALE IMMOVABLE,09-Jul-2001,09-Jul-2001,0,558,19,09-Jul-2001
910620501985,1,GANJAM,BUGUDA,SALE IMMOVABLE,28-Jun-2005,28-Jun-2005,0,1985,2144,28-Jun-2005
911660600673,1,SUBARNAPUR,SONPUR,SALE IMMOVABLE,15-Apr-2006,15-Apr-2006,11500,673,35,15-Apr-2006
910940600291,1,KENDRAPADA,AALI,SALE IMMOVABLE,28-Mar-2006,28-Mar-2006,3000,291,20,28-Mar-2006
910070202172,1,BALESHWAR,BALIAPAL,SALE IMMOVABLE,01-Oct-2002,01-Oct-2002,10000,2172,55,01-Oct-2002
911490600719,1,PURI,BRAHMAGIRI,SALE IMMOVABLE,18-Jul-2006,18-Jul-2006,6050,719,33,18-Jul-2006
910170300845,1,BARAGADA,PADMAPUR,SALE IMMOVABLE,27-Oct-2003,27-Oct-2003,67000,845,419,27-Oct-2003
910750401866,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,11-Oct-2004,11-Oct-2004,3100,1866,114,11-Oct-2004
911020300816,1,KENDUJHAR,SAINKUL,SALE IMMOVABLE,20-May-2003,20-May-2003,7000,816,40,20-May-2003
910120200735,1,BALESHWAR,NILAGIRI,SALE IMMOVABLE,15-Aug-2002,15-Aug-2002,20000,735,23,15-Aug-2002
911080102235,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,28-Mar-2001,28-Mar-2001,76000,2235,93,28-Mar-2001
910300600887,1,BHADRAK,TIHIDI,SALE IMMOVABLE,23-Jun-2006,23-Jun-2006,27200,887,54,23-Jun-2006
910820001361,1,JAJPUR,DOLIPUR,SALE IMMOVABLE,15-May-2000,15-May-2000,4250,1361,36,15-May-2000
911720100143,1,SUNDARAGADA,BANAIGADA,SALE IMMOVABLE,16-Mar-2001,16-Mar-2001,30000,143,6,16-Mar-2001
910130100023,1,BALESHWAR,SIMULIA,SALE IMMOVABLE,05-Jan-2001,05-Jan-2001,40000,23,1,05-Jan-2001
910800300364,1,JAJPUR,BARI,SALE IMMOVABLE,26-Mar-2003,26-Mar-2003,0,364,19,26-Mar-2003
910890200332,1,KALAHANDI,DHARMAGADA,SALE IMMOVABLE,01-Mar-2002,01-Mar-2002,17500,332,441,01-Mar-2002
910680600633,1,GANJAM,PURUSOTTAMPUR,SALE IMMOVABLE,28-Mar-2006,28-Mar-2006,14200,633,2434,28-Mar-2006
910820502775,1,JAJPUR,DOLIPUR,SALE IMMOVABLE,26-Sep-2005,26-Sep-2005,20000,2775,112,26-Sep-2005
911120200181,1,KHORDHA,JATANI,SALE IMMOVABLE,25-Jan-2002,25-Jan-2002,0,181,8,25-Jan-2002
910470300731,1,KATAKA,SALEPUR,SALE IMMOVABLE,15-Apr-2003,15-Apr-2003,27900,731,41,15-Apr-2003
910140402218,1,BALESHWAR,SORA,SALE IMMOVABLE,13-Jul-2004,13-Jul-2004,13300,2218,92,13-Jul-2004
911080107213,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,21-Nov-2001,21-Nov-2001,23970,7213,303,21-Nov-2001
910830200457,1,JAJPUR,MANSADA,SALE IMMOVABLE,27-Apr-2002,27-Apr-2002,12500,457,10,27-Apr-2002
910770101184,1,JAGATSINGHPUR,TIRTOL,SALE IMMOVABLE,29-Jun-2001,29-Jun-2001,14000,1184,37,29-Jun-2001
910270300177,1,BHADRAK,CHANDBALI,SALE IMMOVABLE,04-Feb-2003,04-Feb-2003,18000,177,11,04-Feb-2003
910610404187,1,GANJAM,BRAHMAPUR-I,SALE IMMOVABLE,07-Aug-2004,07-Aug-2004,261900,4187,3168,07-Aug-2004
911700300937,1,SUNDARAGADA,SUNDARAGADA,SALE IMMOVABLE,23-Aug-2003,23-Aug-2003,22185,937,56,23-Aug-2003
911480402580,1,PURI,PURI,SALE IMMOVABLE,08-Jun-2004,08-Jun-2004,30000,2580,115,08-Jun-2004
911580000939,1,RAYAGADA,RAYAGADA,SALE IMMOVABLE,16-Nov-2000,16-Nov-2000,2600,939,26,16-Nov-2000
911160001146,1,KHORDHA,BOLAGADA,SALE IMMOVABLE,15-Nov-2000,15-Nov-2000,875,1146,23,15-Nov-2000
911080609243,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,01-Sep-2006,01-Sep-2006,8955,9243,293,01-Sep-2006
910600603247,1,GANJAM,BRAHMAPUR-II,SALE IMMOVABLE,01-Aug-2006,01-Aug-2006,54740,3247,3745,01-Aug-2006
910400100302,1,KATAKA,ATHAGADA,SALE IMMOVABLE,09-Feb-2001,09-Feb-2001,10000,302,9,09-Feb-2001
910390202006,1,KATAKA,KATAKA,SALE IMMOVABLE,10-May-2002,10-May-2002,110000,2006,73,10-May-2002
911490100585,1,PURI,BRAHMAGIRI,SALE IMMOVABLE,27-Apr-2001,27-Apr-2001,11750,585,19,27-Apr-2001
910730200367,1,JAGATSINGHPUR,BALIKUDA,SALE IMMOVABLE,05-Apr-2002,05-Apr-2002,4800,367,10,05-Apr-2002
911130502002,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,04-Apr-2005,04-Apr-2005,595900,2002,134,04-Apr-2005
910300301233,1,BHADRAK,TIHIDI,SALE IMMOVABLE,11-Nov-2003,11-Nov-2003,30000,1233,63,11-Nov-2003
911480401107,1,PURI,PURI,SALE IMMOVABLE,10-Mar-2004,10-Mar-2004,36500,1107,49,10-Mar-2004
911130601317,1,KHORDHA,KHANDAGIRI,POA WITH POSSESSION,20-Feb-2006,20-Feb-2006,1000,1317,90,20-Feb-2006
910640100001,1,GANJAM,HINJILIKATU,SALE IMMOVABLE,01-Jan-2001,01-Jan-2001,36000,1,1649,01-Jan-2001
911530302297,1,PURI,PIPILI,SALE IMMOVABLE,21-Nov-2003,21-Nov-2003,18000,2297,100,21-Nov-2003
910090403112,1,BALESHWAR,JALESWAR,GIFT IMMOVABLE,15-Dec-2004,15-Dec-2004,375000,3112,151,15-Dec-2004
910750501839,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,31-Oct-2005,31-Oct-2005,20225,1839,102,31-Oct-2005
911330601189,1,NABARANGPUR,NABARANGPUR,SALE IMMOVABLE,01-Dec-2006,01-Dec-2006,12600,1189,1702,01-Dec-2006
911130103231,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,28-May-2001,28-May-2001,3850,3231,132,28-May-2001
911290600495,1,MAYURBHANJ,UDALA,SALE CANCELLATION BY BOTH PARTIES (IMMOVABLE),29-Apr-2006,29-Apr-2006,85500,495,29,29-Apr-2006
911530100401,1,PURI,PIPILI,SALE IMMOVABLE,19-Feb-2001,19-Feb-2001,17313,401,11,19-Feb-2001
911130203579,1,KHORDHA,KHANDAGIRI,RECONVEYANCE OF MORTGAGE,01-Jan-2002,01-Jan-2002,150000,3579,147,01-Jan-2002
910750301461,1,JAGATSINGHPUR,KUJANGA,SALE IMMOVABLE,01-Aug-2003,01-Aug-2003,4000,1461,77,01-Aug-2003
910090300408,1,BALESHWAR,JALESWAR,SALE IMMOVABLE,15-Feb-2003,15-Feb-2003,17300,408,19,15-Feb-2003
910060306872,1,BALESHWAR,BALESHWAR,SALE IMMOVABLE,15-Oct-2003,15-Oct-2003,24000,6872,430,15-Oct-2003
910310200508,1,BALANGIR,BALANGIR,SALE IMMOVABLE,15-Mar-2002,15-Mar-2002,8000,508,18,15-Mar-2002
910420401655,1,KATAKA,BADAMBA,SALE IMMOVABLE,11-Oct-2004,11-Oct-2004,6000,1655,89,11-Oct-2004
910390105231,1,KATAKA,KATAKA,SALE IMMOVABLE,31-Dec-2001,31-Dec-2001,60000,5231,183,31-Dec-2001
910880302133,1,KALAHANDI,BHABANIPATANA,SALE IMMOVABLE,27-Oct-2003,27-Oct-2003,13250,2133,888,27-Oct-2003
911690100129,1,SUBARNAPUR,RAMPUR,SALE IMMOVABLE WITH  AGREEMENT,30-Jan-2001,30-Jan-2001,11000,129,08,30-Jan-2001
910700000416,1,GANJAM,KODALA,SALE IMMOVABLE,01-Feb-2000,01-Feb-2000,2896,416,253,01-Feb-2000
910690400450,1,GANJAM,SORADA,SALE IMMOVABLE,25-Mar-2004,25-Mar-2004,3520,450,911,25-Mar-2004
910820102891,1,JAJPUR,DOLIPUR,SALE IMMOVABLE,26-Nov-2001,26-Nov-2001,40000,2891,71,26-Nov-2001
911590300470,1,RAYAGADA,BISAM CUTTACK,SALE IMMOVABLE,01-Aug-2003,01-Aug-2003,15500,470,394,01-Aug-2003
910390200912,1,KATAKA,KATAKA,AGREEMENT WITH PROPERTY,01-Mar-2002,01-Mar-2002,500,912,35,01-Mar-2002
910140203416,1,BALESHWAR,SORA,SALE IMMOVABLE,01-Oct-2002,01-Oct-2002,49900,3416,86,01-Oct-2002
910720100620,1,JAGATSINGHPUR,JAGATSINGHPUR,SALE IMMOVABLE,21-Mar-2001,21-Mar-2001,10700,620,21,21-Mar-2001
910390103344,1,KATAKA,KATAKA,SALE IMMOVABLE,13-Aug-2001,13-Aug-2001,37000,3344,118,13-Aug-2001
910150401745,1,BARAGADA,BARAGADA,SALE IMMOVABLE,17-Aug-2004,17-Aug-2004,20750,1745,1214,17-Aug-2004
911650400823,1,SAMBALPUR,RENGALI,SALE IMMOVABLE,05-Nov-2004,05-Nov-2004,75600,823,204,05-Nov-2004
910640200421,1,GANJAM,HINJILIKATU,SALE IMMOVABLE,01-Mar-2002,01-Mar-2002,14700,421,1744,01-Mar-2002
910340200723,1,BALANGIR,KANTABANJHI,SALE IMMOVABLE,19-Jun-2002,19-Jun-2002,0,723,20,19-Jun-2002
910810300421,1,JAJPUR,DHARMASHALA,SALE IMMOVABLE,24-Feb-2003,24-Feb-2003,17000,421,21,24-Feb-2003
910580301569,1,GANJAM,ASIKA,SALE IMMOVABLE,20-May-2003,20-May-2003,2000,1569,2300,20-May-2003
910720100243,1,JAGATSINGHPUR,JAGATSINGHPUR,SALE IMMOVABLE,30-Jan-2001,30-Jan-2001,2000,243,9,30-Jan-2001
910440201135,1,KATAKA,MAHANGA,SALE IMMOVABLE,29-Jul-2002,29-Jul-2002,9350,1135,34,29-Jul-2002
910830600523,1,JAJPUR,MANSADA,GIFT IMMOVABLE,24-May-2006,24-May-2006,40000,523,17,24-May-2006
910400300164,1,KATAKA,ATHAGADA,SALE IMMOVABLE,25-Jan-2003,25-Jan-2003,18000,164,8,25-Jan-2003
910800300333,1,JAJPUR,BARI,SALE IMMOVABLE,21-Mar-2003,21-Mar-2003,0,333,18,21-Mar-2003
911080607024,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,01-Jul-2006,01-Jul-2006,802310,7024,225,01-Jul-2006
910550502834,1,GAJAPATI,PARALAKHEMUNDI,SALE IMMOVABLE,21-Sep-2005,21-Sep-2005,375,2834,135,21-Sep-2005
911000301098,1,KENDUJHAR,KENDUJHAR,SALE IMMOVABLE,27-Jun-2003,27-Jun-2003,102000,1098,65,27-Jun-2003
911530302241,1,PURI,PIPILI,SALE IMMOVABLE,11-Nov-2003,11-Nov-2003,31600,2241,98,11-Nov-2003
910850100859,1,JAJPUR,MANGALPUR,SALE IMMOVABLE,04-Jul-2001,04-Jul-2001,4200,859,25,04-Jul-2001
910580201991,1,GANJAM,ASIKA,SALE IMMOVABLE,04-Jun-2002,04-Jun-2002,8300,1991,2253,04-Jun-2002
910710500440,1,GANJAM,CHIKITI,LEASE ADVANCE WITH RENT IMMOVABLE,15-Apr-2005,15-Apr-2005,1500,440,289,15-Apr-2005
911130201679,1,KHORDHA,KHANDAGIRI,SALE IMMOVABLE,10-Apr-2002,10-Apr-2002,12000,1679,69,10-Apr-2002
910470400325,1,KATAKA,SALEPUR,SALE IMMOVABLE,19-Feb-2004,19-Feb-2004,32670,325,20,19-Feb-2004
911480102676,1,PURI,PURI,SALE IMMOVABLE,28-May-2001,28-May-2001,35000,2676,80,28-May-2001
910700501499,1,GANJAM,KODALA,SALE IMMOVABLE,22-Aug-2005,22-Aug-2005,4836,1499,513,22-Aug-2005
911580001768,1,RAYAGADA,RAYAGADA,SALE IMMOVABLE,21-Nov-2000,21-Nov-2000,12000,1768,47,21-Nov-2000
911480404713,1,PURI,PURI,SALE IMMOVABLE,11-Oct-2004,11-Oct-2004,50000,4713,219,11-Oct-2004
910130100182,1,BALESHWAR,SIMULIA,SALE IMMOVABLE,30-Jan-2001,30-Jan-2001,3000,182,7,30-Jan-2001
911140600250,1,KHORDHA,KHORDHA,SALE IMMOVABLE,03-Feb-2006,03-Feb-2006,205000,250,13,03-Feb-2006
911690100434,1,SUBARNAPUR,RAMPUR,SALE IMMOVABLE,10-Apr-2001,10-Apr-2001,18000,434,18,10-Apr-2001
910970102062,1,KENDRAPADA,PATTAMUNDAI,SALE IMMOVABLE,28-Dec-2001,28-Dec-2001,12000,2062,55,28-Dec-2001
910310301905,1,BALANGIR,BALANGIR,SALE IMMOVABLE,01-Oct-2003,01-Oct-2003,292999,1905,90,01-Oct-2003
910940001071,1,KENDRAPADA,AALI,SALE IMMOVABLE,23-Aug-2000,23-Aug-2000,5000,1071,21,23-Aug-2000
911170601624,1,KORAPUT,JAYAPUR,SALE IMMOVABLE,07-Aug-2006,07-Aug-2006,35000,1624,76/06,07-Aug-2006
910610402193,1,GANJAM,BRAHMAPUR-I,SALE IMMOVABLE,27-Apr-2004,27-Apr-2004,600000,2193,3099,27-Apr-2004
910310101505,1,BALANGIR,BALANGIR,SALE IMMOVABLE,19-Jun-2001,19-Jun-2001,10000,1505,52,19-Jun-2001
911650500432,1,SAMBALPUR,RENGALI,SALE IMMOVABLE,03-Jun-2005,03-Jun-2005,79800,432,27,03-Jun-2005
911530200596,1,PURI,PIPILI,SALE IMMOVABLE,05-Apr-2002,05-Apr-2002,20000,596,17,05-Apr-2002
910140302721,1,BALESHWAR,SORA,SALE IMMOVABLE,18-Aug-2003,18-Aug-2003,22150,2721,104,18-Aug-2003
911080006114,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,01-Nov-2000,01-Nov-2000,490000,6114,246,01-Nov-2000
910720100895,1,JAGATSINGHPUR,JAGATSINGHPUR,SALE IMMOVABLE,20-Apr-2001,20-Apr-2001,12000,895,28,20-Apr-2001
911000201532,1,KENDUJHAR,KENDUJHAR,SALE IMMOVABLE,13-Aug-2002,13-Aug-2002,140000,1532,52,13-Aug-2002
910660600102,1,GANJAM,KHALLIKOTE,SALE IMMOVABLE,24-Jan-2006,24-Jan-2006,9065,102,1421,24-Jan-2006
911400500869,1,NAYAGADA,ODAGAON,SALE IMMOVABLE,13-Jun-2005,13-Jun-2005,31000,869,39,13-Jun-2005
911140401236,1,KHORDHA,KHORDHA,SALE IMMOVABLE,01-Jan-2004,01-Jan-2004,55000,1236,62,01-Jan-2004
910390105060,1,KATAKA,KATAKA,SALE IMMOVABLE,21-Dec-2001,21-Dec-2001,36000,5060,177,21-Dec-2001
911490600452,1,PURI,BRAHMAGIRI,SALE IMMOVABLE,19-May-2006,19-May-2006,10000,452,22,19-May-2006
910790501257,1,JAJPUR,BARACHANA,SALE IMMOVABLE,28-Jul-2005,28-Jul-2005,100000,1257,48,28-Jul-2005
911080106727,1,KHORDHA,KHORDHA(BBSR),SALE IMMOVABLE,22-Oct-2001,22-Oct-2001,16500,6727,282,22-Oct-2001
910080200226,1,BALESHWAR,BASTA,SALE IMMOVABLE,30-Jan-2002,30-Jan-2002,3300,226,9,30-Jan-2002
910230102741,1,BHADRAK,BHADRAK,SALE IMMOVABLE,19-Jul-2001,19-Jul-2001,4000,2741,87,19-Jul-2001
910650501312,1,GANJAM,KABISURYANAGAR,SALE IMMOVABLE,03-Jun-2005,03-Jun-2005,14320,1312,1969,03-Jun-2005
910090001132,1,BALESHWAR,JALESWAR,SALE IMMOVABLE,05-May-2000,05-May-2000,22500,1132,33,05-May-2000
911750200113,1,SUNDARAGADA,LEPHRIPADA,GIFT TO GOVT. (IMMOVABLE),17-Sep-2002,17-Sep-2002,5000,113,4,17-Sep-2002
910030600766,1,ANUGOLA,CHHENDIPADA,SALE IMMOVABLE,23-Jun-2006,23-Jun-2006,156500,766,42,23-Jun-2006
910840600702,1,JAJPUR,SUKINDA,SALE IMMOVABLE,16-Sep-2006,16-Sep-2006,44000,702,33,16-Sep-2006
910320501301,1,BALANGIR,PATNAGARH,SALE IMMOVABLE,21-Oct-2005,21-Oct-2005,9000,1301,69,21-Oct-2005
910550500115,1,GAJAPATI,PARALAKHEMUNDI,SALE IMMOVABLE,19-Jan-2005,19-Jan-2005,10800,115,5,19-Jan-2005
911150100689,1,KHORDHA,TANGI,SUPPLEMENTARY DEED (IMMOVABLE),28-Aug-2001,28-Aug-2001,53000,689,20,28-Aug-2001
910620502643,1,GANJAM,BUGUDA,SALE IMMOVABLE,26-Sep-2005,26-Sep-2005,0,2643,2162,26-Sep-2005
